상장 시기(상장월),최근 공모주 동향(최근 3개월 내의 종속변수 1인 갯수),최근 3개월 공모주 수,"최근 ""따"" 비율",희망공모가_하한,희망공모가_상한,공모가,밴드수익률(공모가/공모가_상한),기관경쟁률,청약경쟁률,의무보유확약,대표주간사,IPO 주간사 순위,총 공모주식 수,구주매출(비율),매출액(백만원),순이익(백만원),자본금(백만원),전문투자자(비율),우리사주조합(비율),일반청약자(비율),공모후 상장주식수(주식수),유통가능주식합계(비율),ROE,종속변수
5,6,14,0.43,11000,13000,14000,1.08,1847.12,2183.29,0.147,0,9,2000000,0.0,17098,1852,5744,0.75,0.0,0.25,11500000,0.2865,32.242339832869085,0
12,1,26,0.04,8000,10000,6000,0.6,11.35,40.92,0.0,1,13,2000000,0.0,208,-3714,6908,0.77,0.03,0.2,13800000,0.6255,-53.76375217139548,0
11,2,20,0.1,18000,23000,15000,0.65,64.33,566.54,0.0003,2,8,2400000,0.0,577,-44067,7742,0.8,0.0,0.2,15400000,0.2759,-569.1940067166107,1
3,6,18,0.33,26000,31000,20000,0.65,56.9,7.53,0.0265,3,1,1400000,0.0,32683,4346,367,0.74,0.01,0.25,3963211,0.3554,1184.1961852861034,0
10,1,14,0.07,4000,6000,5000,0.83,140.75,7.01,0.0432,4,1,16900000,0.0,28652,0,13375,0.8,0.0,0.2,67500000,0.25,0.0,0
8,1,19,0.05,8500,10000,10000,1.0,863.94,700.96,0.0585,5,3,700000,0.0,42151,2213,2324,0.7,0.1,0.2,3923873,0.4651,95.22375215146299,0
10,1,14,0.07,3200,4200,3500,0.83,181.93,345.4,0.0055,6,26,7904761,0.0,64575,0,39473,0.8,0.0,0.2,29800000,0.2653,0.0,0
3,10,13,0.77,6700,8000,10000,1.25,1613.16,1312.1,0.1819,2,8,3007320,0.0,152026,3866,6059,0.75,0.0,0.25,12100000,0.2857,63.80590856576993,0
5,4,12,0.33,34400,39700,43000,1.08,1669.6,823.74,0.4952,2,8,2218258,0.0,43973,14264,2121,0.69,0.06,0.25,12700000,0.2569,672.5129655822725,0
6,1,8,0.13,16000,19000,12000,0.63,32.53,3.4,0.0386,4,4,2362500,0.7143,84152,6356,3298,0.77,0.03,0.2,6596700,0.4744,192.7228623408126,0
2,4,15,0.27,4000,4500,5000,1.11,1547.13,1772.59,0.1224,1,16,2000000,0.125,20851,1808,793,0.7,0.05,0.25,7938930,0.2393,227.99495586380831,1
8,2,21,0.1,18000,22000,16000,0.73,39.3,2.58,0.0,7,5,456000,0.0,7186,859,4560,0.75,0.05,0.2,4560103,0.6176,18.837719298245613,0
3,14,21,0.67,14500,18500,20000,1.08,1295.75,1243.48,0.0665,1,17,800000,0.0,3978,-1691,2104,0.73,0.02,0.25,3942587,0.457,-80.37072243346007,0
3,8,12,0.67,11500,13000,13000,1.0,1723.21,1637.43,0.2564,5,11,2050000,0.0,27044,4521,9577,0.75,0.0,0.25,19200000,0.2179,47.20684974417876,1
2,8,18,0.44,17500,20500,17500,0.85,102.0,24.36,0.0097,3,1,3100000,0.2296,82805,2273,5529,0.72,0.03,0.25,11100000,0.5384,41.110508229336226,0
11,2,10,0.2,32000,37000,37000,1.0,108.34,0.91,0.0362,8,18,878000,0.0,218331,1822,1462,0.7,0.1,0.2,2950723,0.3084,124.62380300957592,0
10,2,17,0.12,9500,11000,8500,0.77,63.17,64.89,0.0,9,16,2500000,0.24,13755,5512,47400,0.8,0.0,0.2,9480000,0.2637,11.628691983122364,0
11,3,22,0.14,3100,3700,3700,1.0,822.09,858.4,0.0614,0,12,3088000,0.0,14214,8543,4117,0.6,0.2,0.2,20600000,0.12,207.50546514452273,0
11,1,13,0.08,11400,12800,12000,0.94,113.08,34.44,0.0354,9,24,1549514,0.0,108776,6831,2625,0.68,0.12,0.2,5250000,0.2595,260.22857142857146,0
3,12,20,0.6,5400,6400,7500,1.17,1374.09,664.65,0.2554,10,10,15000000,0.0,0,-16119,132463,0.75,0.0,0.25,98500000,0.261,-12.16868106565607,1
8,3,23,0.13,10000,11500,8000,0.7,96.6,1.59,0.0,1,7,1550000,0.0,21745,3562,3628,0.77,0.03,0.2,7256000,0.3427,98.180815876516,0
11,3,21,0.14,10000,12500,11000,0.88,338.01,400.8,0.0089,5,3,1800000,0.0,7288,160,5937,0.8,0.0,0.2,11700000,0.4454,2.6949637864241196,0
11,2,19,0.11,23400,26500,26500,1.0,707.7,830.21,0.016,11,5,2340400,0.0,54719,4653,5252,0.77,0.03,0.2,8626115,0.2963,88.5948210205636,0
7,2,10,0.2,9900,11600,13000,1.12,1623.41,1727.38,0.1158,0,9,2600000,0.0,10383,-13496,8692,0.75,0.0,0.25,17400000,0.3577,-155.26921306948918,0
10,6,25,0.24,61500,75400,75400,1.0,30.25,13.92,0.233,12,4,320000,0.0,9394,-2625,1567,0.71,0.09,0.2,3134160,0.4398,-167.51754945756224,0
1,3,30,0.1,15500,19000,20000,1.05,978.43,1025.2,0.1242,5,3,1000000,0.2644,83822,10436,2382,0.67,0.13,0.2,4765650,0.2772,438.11922753988244,0
11,2,17,0.12,19000,24000,19000,0.79,48.64,631.42,0.1899,4,2,960000,0.0,80854,8567,4501,0.6,0.2,0.2,9003740,0.4064,190.3354810042213,0
11,3,18,0.17,12500,16500,10000,0.61,66.32,326.67,0.0003,10,13,1450000,0.3,21284,3975,2313,0.79,0.01,0.2,4626800,0.2482,171.85473411154345,0
3,4,16,0.25,13000,17000,10000,0.59,31.5,8.7,0.0,5,4,1500000,0.0,295,-8975,5726,0.64,0.11,0.25,10400000,0.3287,-156.74118057981138,0
11,1,20,0.05,17000,20000,20000,1.0,699.46,22.31,0.0059,0,2,500000,0.0,36308,3747,7,0.75,0.05,0.2,6971092,0.3625,53528.571428571435,0
6,1,4,0.25,13600,15900,18500,1.16,733.72,79976.0,0.5166,10,8,2000000,0.0,34489,2260,5277,0.6,0.2,0.2,10600000,0.3602,42.827364032594275,1
10,3,18,0.17,9400,11300,11300,1.0,657.93,657.66,0.0449,10,10,4500000,0.0,53883,5678,8876,0.65,0.15,0.2,17800000,0.4897,63.97025687246507,0
